,dPSI_TST11872_iPSC-BIO-1755497-12nM,dPSI_TST11872_iPSC-BIO-1755497-40nM,dPSI_TST11872_iPSC-BIO-1949634-10uM,dPSI_TST11872_iPSC-BIO-1949634-3uM,dPSI_TST11872_iPSC-BIO-2006152-150nM,dPSI_TST11872_iPSC-BIO-2006152-45nM,dPSI_TST11872_iPSC-BIO-2059811-261nM,dPSI_TST11872_iPSC-BIO-2059811-870nM,dPSI_TST11872_iPSC-BIO-2060573-10uM,dPSI_TST11872_iPSC-BIO-2060573-3uM,dPSI_TST11872_iPSC-BIO-2060884-1000nM,dPSI_TST11872_iPSC-BIO-2060884-3700nM,dPSI_TST11872_iPSC-BIO-2070692-1680nM,dPSI_TST11872_iPSC-BIO-2070692-5600nM,dPSI_TST11872_iPSC-BIO-2135644-1uM,dPSI_TST11872_iPSC-BIO-2135644-300nM,dPSI_TST11872_iPSC-BIO-2136770-1000nM,dPSI_TST11872_iPSC-BIO-2136770-300nM,dPSI_TST11872_NGN2-BIO-1755497-12nM,dPSI_TST11872_NGN2-BIO-1755497-40nM,dPSI_TST11872_NGN2-BIO-1949634-10uM,dPSI_TST11872_NGN2-BIO-1949634-3uM,dPSI_TST11872_NGN2-BIO-2006152-150nM,dPSI_TST11872_NGN2-BIO-2006152-45nM,dPSI_TST11872_NGN2-BIO-2059811-261nM,dPSI_TST11872_NGN2-BIO-2059811-870nM,dPSI_TST11872_NGN2-BIO-2060573-10uM,dPSI_TST11872_NGN2-BIO-2060573-3uM,dPSI_TST11872_NGN2-BIO-2060884-1000nM,dPSI_TST11872_NGN2-BIO-2060884-3700nM,dPSI_TST11872_NGN2-BIO-2070692-1680nM,dPSI_TST11872_NGN2-BIO-2070692-5600nM,dPSI_TST11872_NGN2-BIO-2135644-1uM,dPSI_TST11872_NGN2-BIO-2135644-300nM,dPSI_TST11872_NGN2-BIO-2136770-1000nM,dPSI_TST11872_NGN2-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-300nM
ABLIM3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.16457854582e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC002470.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
AC005062.1,NA,NA,NA,NA,NA,NA,NA,NA,-0.436139644902438,NA,NA,0.647726247773438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962549374520897,NA,NA,0.999999997015998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC005562.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563785636422346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02674263898416e-06,NA,NA,NA,NA,NA,NA
AC005609.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27724488512522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403809589602631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC006001.3,NA,NA,-0.316790622647209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.47787144739006e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007192.1,NA,NA,0.56108073805213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99993690140163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC007743.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378545902134383,NA,NA,NA,NA,NA,0.279003981373002,NA,NA,NA,0.345390870281282,NA,NA,NA,NA,0.316763610506285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0452361603253947,NA,NA,NA,NA,NA,0.0232379004865657,NA,NA,NA,0.00787227160887027,NA,NA,NA,NA,0.0284116090182962,NA
AC008581.2,NA,NA,0.870804478258308,0.614060449303311,NA,NA,NA,NA,0.663359432790634,0.423336061827202,NA,0.454631969609915,NA,NA,0.54409480843148,NA,0.43274598748772,NA,NA,NA,0.947511813891379,0.906511302336186,0.585490041892476,NA,NA,0.656219414072586,0.954595500591056,0.937409900804216,0.933332941973065,0.927096640840677,0.896539713810084,0.986906904708605,0.943735113591522,NA,0.912687699717862,NA,NA,NA,6.05787099396046e-09,1.23613337403288e-06,NA,NA,NA,NA,1.2168865448299e-06,6.64578583347571e-07,NA,0.999142808442081,NA,NA,8.26520112410161e-07,NA,7.39395729376814e-07,NA,NA,NA,0.00697545025363645,2.6747620528411e-06,1.66019397883278e-05,NA,NA,0.99999996560802,1.93718644555845e-07,1.58106919177432e-06,7.48424998127816e-07,8.30035490454974e-07,3.60728116760559e-07,0.00387767270955038,3.75109458750663e-07,NA,4.70583078646756e-07,NA
AC008695.1,NA,NA,NA,NA,NA,NA,NA,0.397576077837147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907038910774505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC008750.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.538398386204626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999678126079416,NA,NA,NA,NA,NA,NA
AC008770.1,NA,NA,0.780032870153747,0.62720822809616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69730449425906e-05,0.999864435963222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009022.1,NA,0.533236710134229,0.474081194171392,0.999999999830344,0.8036194461417,0.359876037588846,0.92044587900498,0.941772903323133,0.981297748580173,0.967176879399474,0.971768335556859,0.999999997705372,0.967066990891069,0.902461567533717,0.97576619087277,0.775375810005323,0.930203625471647,0.721165266080667,NA,NA,NA,NA,0.938839353956395,NA,0.920619840965114,NA,0.950343814701542,NA,0.961931752737978,0.962176164400631,NA,0.974161783971787,NA,0.885318111612239,0.640560332458177,0.939564553442483,NA,0.00138110855583894,4.58468328545513e-05,0.0163041630187539,3.63441709646653e-06,0.00103367039899281,4.5320192004176e-05,0.00306731530828963,0.00763032522744231,2.21655747607527e-06,5.9119495524351e-07,0.0301202335236965,0.0253775994342492,0.999999999999672,0.009440007111497,0.00055848270880976,0.00052720885169488,0.000271792591565081,NA,NA,NA,NA,0.000120925827363585,NA,0.999999999999951,NA,0.999999999999969,NA,4.42135884581534e-06,0.00153100885246357,NA,0.002216591516947,NA,0.999999999235122,0.999999998888077,0.0194866663911262
AC009053.2,NA,NA,0.253901565223597,-0.279063455171449,NA,NA,NA,NA,NA,NA,NA,-0.289478021464539,-0.377549101162673,-0.424986096109645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000122355468412866,0.000125503827416273,NA,NA,NA,NA,NA,NA,NA,0.000306842835334488,0.909366239184034,0.975244917987232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009055.2,NA,NA,0.400219657061365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96416229115249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009126.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.456340123201277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965525050914133,NA,NA,NA,NA
AC009412.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.422132463360732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99845661083248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009446.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403527692453252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902674406470279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC009533.1,NA,NA,0.846277990994825,-0.61310283269087,NA,NA,NA,NA,NA,NA,-0.564111900800616,-0.665927494204979,NA,NA,-0.562101129595219,NA,-0.542380602844435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999838628,0.999924680412036,NA,NA,NA,NA,NA,NA,0.998916805623079,0.999995691735844,NA,NA,0.997530783589817,NA,0.995277975587901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010186.2,NA,NA,0.473294479542417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97553552346347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010522.1,NA,NA,0.44,NA,NA,NA,NA,NA,0.373,NA,NA,0.326,NA,0.386,NA,NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5832655707e-07,NA,NA,NA,NA,NA,4.6314605756e-05,NA,NA,0.000304745052189,NA,2.80548037155e-06,NA,NA,5.26738726804e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC010538.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508775489755315,0.434153299281185,0.590318228893109,NA,NA,0.510421217387668,0.502334329365836,0.511848585364864,0.542581887421931,0.486928004283563,0.559762125905018,0.478088226259936,0.549620059192542,0.50876909693938,0.484324721926608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997949179833831,0.941528338751436,0.99997156719612,NA,NA,0.998211470575418,0.994086746438627,0.997684595404078,0.999096378696386,0.993423208314816,0.999219267512269,0.978145545141401,0.999291287983495,0.998059318553251,0.992477586859411,NA,NA
AC010642.2,NA,NA,-0.397463538480642,NA,NA,NA,NA,NA,NA,NA,NA,-0.268904097004638,NA,-0.383369023422089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,NA,-0.346,-0.388,NA,-0.328,NA,NA,NA,NA,NA,NA,0.963261888851552,NA,NA,NA,NA,NA,NA,NA,NA,6.13877487403001e-05,NA,0.94606690064971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA
AC011468.2,NA,NA,0.691650938031433,NA,NA,NA,NA,NA,NA,NA,NA,0.54054163597721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999997492398,NA,NA,NA,NA,NA,NA,NA,NA,0.999972615203746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC013489.1,NA,NA,-0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44092352068e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC013717.1,NA,NA,-0.615506102099147,-0.554515841722152,NA,NA,NA,-0.382730278928696,NA,NA,NA,-0.389690363738516,NA,-0.353851395055979,NA,NA,NA,NA,NA,NA,-0.564708079174092,-0.466019763700691,NA,NA,NA,-0.528834203608983,NA,NA,NA,NA,NA,-0.435149199918377,NA,NA,NA,NA,NA,NA,0.999999999999982,0.999999999999974,NA,NA,NA,0.981293043485131,NA,NA,NA,0.987994415631719,NA,0.902134473640231,NA,NA,NA,NA,NA,NA,0.999999999999725,0.999998849450194,NA,NA,NA,0.99999999996567,NA,NA,NA,NA,NA,0.999877246907894,NA,NA,NA,NA
AC015813.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744795623094128,NA,0.817786469494196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0327192780394483,NA,0.0203548941246651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC016876.2,NA,NA,-0.398733305729018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951715060762605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC018630.2,NA,NA,0.471,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.900619830413382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69224328036e-14,NA,NA,NA,NA,4.91031821239e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999968876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC019205.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,0.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161403393778,NA,NA,NA,0.00875089068711,NA,NA,NA,NA,NA,NA
AC020915.3,NA,NA,0.428046566707323,NA,NA,NA,NA,NA,0.389000168277845,0.355339274361487,0.379152649768166,0.528885325883391,NA,0.44003727841644,NA,NA,NA,NA,NA,NA,NA,0.43205485503019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000208769913653459,NA,NA,NA,NA,NA,0.939476864641036,0.000690563178474079,0.916612303747951,0.999971368466005,NA,0.000184126783201755,NA,NA,NA,NA,NA,NA,NA,0.974734116192123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022137.3,NA,NA,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06840806945e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC022433.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436219169812284,0.414515937906928,0.530901994910642,NA,NA,NA,0.445210579437004,0.813696763480074,0.642100438342297,0.651737311370307,0.625700691139541,0.480400768266762,0.486347117252592,0.57370005061213,0.25977129888105,0.575423042183602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29435880785563e-05,0.000781556542121082,1.12351424027841e-06,NA,NA,NA,0.000127592086405197,2.92821906236677e-06,2.54372796292373e-07,7.27426726652096e-07,6.18393244115967e-07,1.63529663881272e-05,9.46722801249872e-05,4.04371228194631e-06,0.0107257479036934,2.22889423264997e-06,NA
AC026412.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90137054174e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC026786.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483384729870954,-0.688659169916607,-0.924222284327651,-0.834687056802564,-0.569906131830068,NA,-0.750144310040715,-0.808361776069095,-0.88667309174502,-0.844064419386993,-0.854499638175699,-0.929142635691359,-0.825931576128377,0.301,-0.745683298126669,-0.600772657392967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993496237973872,0.999999574991886,0.999999999999992,0.999999999983701,0.999805227518681,NA,0.999999994488535,0.999999999883228,0.999999999999981,0.999999999999651,0.999999999999777,0.999999999999991,0.99999999992414,0,0.99999999591967,0.999898604122317,NA,NA
AC044860.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520348927389133,NA,NA,NA,0.451825424651442,NA,NA,NA,0.474509288609243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997941264570635,NA,NA,NA,0.956709721470697,NA,NA,NA,0.970022731923828,NA,NA,NA,NA,NA,NA,NA
AC046134.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271910476345928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236135479290244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC046185.1,NA,NA,0.519520030367668,NA,NA,NA,NA,NA,NA,NA,0.372,NA,NA,0.371,NA,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999626427489982,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC055811.2,NA,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,0.459253422960767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.461950062719382,NA,-0.419477943242272,-0.708627938054398,NA,-0.429757930155583,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.997406048435286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999573095490464,NA,0.988923173286309,0.999999999999992,NA,0.997581291873255,NA,NA,NA,NA
AC068205.2,NA,NA,0.316,0.486,NA,NA,-0.575783721391087,0.617,NA,NA,NA,0.341,NA,0.49,0.921779897250472,NA,0.892840796237112,NA,NA,NA,0.934645650416565,0.658039726927006,NA,NA,0.7546058384995,-0.885680163859022,0.775799872405166,NA,-0.573704488743034,0.830082246020415,-0.648689467192638,0.783611917507429,0.722035064458838,-0.382514376522197,0.348,NA,NA,NA,0,0,NA,NA,0.999999724667181,0,NA,NA,NA,1.72301375045e-11,NA,0,0.999999999999986,NA,0.999999999999991,NA,NA,NA,0.999999999999989,1,NA,NA,1,0.999999999999994,1,NA,0.999999999999965,1,0.999999999999964,1,1,0.977073889690719,0,NA
AC068547.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668241121110422,0.974312643886733,-0.46,0.760438359339015,NA,NA,-0.357,0.974358138690219,-0.376,0.974358772851121,0.974345251785985,0.807160635602488,0.974088926169104,0.885813751715642,0.53846349696639,-0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999999999992,0.999999999999988,4.03259349668e-07,1,NA,NA,0.0005388207403,0.999999999999983,0.0144038914404,0.999999999999983,0.999999999999986,1,0.999999999999985,0.999999999999993,0.99999994532636,0.00999169814701,NA
AC068587.4,NA,0.264741925972837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.251039116948707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0158136437769551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137189867713702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC068888.1,NA,NA,0.26794870950283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113033288047119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
